Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan
0,0,1,0,1,0,1,1,0,0.06990951013244814,0,0,0,0,0,0,0,1,-1.4658865266674668,0.09422594083195236,-0.7718264695993994,-0.630281012904881,-0.5379208433185035,0.6793185800738698,0,0,0,0,1,-0.11922983586358189,0.14425060516077365,1.7191989480465557,-0.1192563541550853,2016,8,28,6,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,1,0,0.06990951013244814,0,0,0,0,0,0,0,1,-1.4658865266674668,0.09422594083195236,-0.7718264695993994,-1.6817776127416157,-0.6058007306679732,-0.14626900388150071,0,0,0,0,1,-0.16213219488959396,0.06970752991834286,1.7191989480465557,-0.1192563541550853,2016,9,24,5,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,1,0,1,3.213457567875342,0,0,0,0,1,1,0,0,1.7155544471356887,3.2025053896495557,2.142552770799691,2.524208786605323,0.8527465923796054,3.6514338823132038,0,1,1,0,1,1.644333909516588,1.5864520470014942,-1.1681378377992089,-0.8030044317204174,2017,8,19,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,1,1,0.06990951013244814,0,0,0,0,1,1,0,0,0.22812749834460322,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.3845494206614685,0.4591618910191043,0,1,1,0,1,0.5515693067132807,0.8817093898147588,-0.679240218105893,-0.1192563541550853,2017,9,23,5,1,0,0,1,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,-0.9779398424485164,0,0,1,1,1,0,0,0,1.364356417560016,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.34646475079435846,-0.6049287727455954,1,1,0,0,1,1.9647176551459842,0.051071761107735175,0.19110751254776573,-0.4611303929377513,2017,7,29,5,0,0,1,0,0,1,0,0,0,0
0,0,0,1,1,1,0,0,1,1.1177588627134127,0,0,1,0,1,0,1,1,0.6826190660307682,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.11999191099174067,0.8627824876195077,0,1,0,0,0,-1.2748256354339285,0.8430919355573853,-0.9850876043713929,0.9063657621929128,2016,12,11,6,1,0,0,0,0,0,0,0,1,0
0,1,1,0,1,0,0,1,1,0.06990951013244814,0,0,1,0,1,0,0,1,0.7652538965191619,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.3845494206614685,-0.21965456689975588,0,1,1,0,1,-0.09722507752445533,1.6814944679352992,-0.3967609467460716,0.5644917234102467,2017,8,26,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0.06990951013244814,0,0,0,0,0,0,0,1,-1.486545234289565,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.6649780683572545,-0.14626900388150071,0,0,0,0,1,0.15479168307640118,0.010694262018281334,-0.7848549335129308,-0.1192563541550853,2017,4,3,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,1,-0.9779398424485164,0,0,0,0,0,0,0,1,-0.7428317598940224,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-1.247052449155328,0,0,0,1,1,-0.7447739094034693,-0.2056877202824347,1.3276684737935673,-0.1192563541550853,2016,5,14,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,0,1,0,-0.9779398424485164,0,0,0,1,0,1,1,1,-1.321275573312778,-0.9418672087739155,0.6853631506001456,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,1,1,0,-0.45137713154848136,0.08730797823943967,1.704994799770555,-0.1192563541550853,2016,12,6,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,1,-0.9779398424485164,0,0,0,0,0,0,1,1,-0.928760128492908,-0.9418672087739155,-0.7718264695993994,-1.6817776127416157,-0.8285860019687967,-0.14626900388150071,0,1,1,0,1,0.6430482077331877,-0.36305643468279497,1.0247993766827128,-0.1192563541550853,2017,5,27,5,0,0,1,0,0,1,0,0,0,0
0,1,0,0,1,0,1,0,1,1.1177588627134127,1,0,0,0,0,1,0,0,0.4966906974318824,1.1303190904378202,0.6853631506001456,-0.630281012904881,-0.3290596514739816,0.3490835464917216,1,1,0,0,1,1.5813643180429697,0.5429525256579151,0.6254795307944983,-0.8030044317204174,2017,12,8,4,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,1,0,1,1,-0.9779398424485164,0,0,0,1,0,0,1,1,-0.9494188361150065,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,0,1,1,-0.625754461783034,-0.08041394105573535,-0.7021501346800877,-0.1192563541550853,2016,7,26,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,1,0.06990951013244814,0,0,0,0,0,0,1,1,-0.8667840056266128,0.09422594083195236,-0.7718264695993994,1.4727121867685884,-0.007065314047010203,-0.5865823819910316,0,0,1,0,0,0.4371168844085854,0.07074285040785377,0.8978784388616738,1.4533642242451783,2016,8,10,2,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,0,0.06990951013244814,0,0,0,0,0,0,1,0,-0.6188795141614318,0.09422594083195236,-0.7718264695993994,1.4727121867685884,0.026004374661705777,-0.14626900388150071,0,1,1,0,1,0.9542979027312016,-0.36243524238920616,0.8612225723429623,-0.1192563541550853,2017,9,23,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,0,0,-0.9779398424485164,0,0,1,0,0,0,0,0,-0.9494188361150065,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.6092817505320486,-1.247052449155328,0,1,0,1,1,0.04642862785922829,-1.0862277965821772,-1.1518717970315306,2.6157359561062425,2017,7,29,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,1,1,1,1.1177588627134127,1,0,1,1,1,1,1,0,-0.45360985318464453,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.44024573848667437,2.660728781566759,0,0,1,1,1,-0.3628045193658546,0.548025596056489,-0.22058368829051397,-0.1192563541550853,2017,5,13,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,1,0.06990951013244814,0,0,0,0,0,0,1,0,0.16615137547830783,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.11477038119562763,-0.14626900388150071,0,0,0,1,0,0.5187697612644107,-1.3766351938804213,-0.67420003645957,-0.1192563541550853,2017,4,3,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,1,1,0,1,0.06990951013244814,0,0,1,0,1,0,1,1,3.0996878578162823,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.25749219562271763,0.312390764982594,1,0,1,1,1,-2.352366820518332,2.158156021290346,0.7902018309629585,-0.1192563541550853,2017,3,6,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,2.165608215294377,0,0,1,0,1,1,1,0,0.3107623288329966,2.166412240043688,0.6853631506001456,0.4212155869318536,0.2835998446032829,-0.14626900388150071,0,0,1,1,0,-1.1544222407481919,0.9165996903100109,0.31069727706506234,-0.1192563541550853,2016,10,15,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,0.06990951013244814,0,0,0,0,1,1,0,0,0.8478887270075556,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.01576786370719862,0.8627824876195077,0,1,1,1,0,0.5284573907219131,1.1619706463161494,-0.46388700230846225,-0.1192563541550853,2016,5,28,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,1.1177588627134127,0,0,0,1,0,1,1,0,0.20746879072250451,1.1303190904378202,0.6853631506001456,-0.630281012904881,0.20875791752566253,-0.14626900388150071,0,1,1,0,0,-1.428443759688175,0.25710053851363646,-0.11611446871218589,-0.1192563541550853,2017,5,13,5,1,0,0,0,0,0,0,0,1,0
0,1,0,1,0,1,0,0,1,1.1177588627134127,0,0,0,1,0,0,1,1,1.3023802946937206,1.1303190904378202,0.6853631506001456,0.4212155869318536,-0.29947098262934096,0.9178216598831991,1,0,0,0,1,-1.913240416681659,0.5549622433361238,-0.6073030800629214,-1.3841902976509495,2017,7,29,5,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,0,0,-0.9779398424485164,0,0,0,1,1,0,0,1,-0.6395382217835304,-0.9418672087739155,-0.7718264695993994,-1.6817776127416157,-0.5292182936583152,-0.9535101970823074,0,1,0,1,1,-0.026505382484952898,-1.1002046231901328,-1.1518717970315306,2.2738619173235763,2016,7,30,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,1,1.1177588627134127,0,0,1,0,0,1,0,0,-0.3503163150741525,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.3027454538556974,-0.14626900388150071,0,0,1,0,1,-0.8167391568018905,-1.1219463534692733,-0.2439518031961926,-0.1192563541550853,2017,4,3,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,1,1,0,1.1177588627134127,0,0,0,0,1,0,1,0,0.5586668202981777,1.1303190904378202,0.6853631506001456,-0.630281012904881,0.23834658637030312,1.5782917270474954,0,1,1,0,1,1.4487821891820898,-0.3030078462932225,-0.5440717103181438,-0.1192563541550853,2016,6,18,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,-0.9779398424485164,0,0,0,0,0,1,0,0,-1.321275573312778,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.48222452549329775,-0.47650403746364894,0,0,0,1,1,-0.4721363375287876,-0.4189637411146181,-0.95415921699623,2.2738619173235763,2016,10,9,6,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,1,0,-0.9779398424485164,0,0,0,0,0,1,1,1,-1.4452278190453682,-0.9418672087739155,0.6853631506001456,-0.630281012904881,-0.8285860019687967,-0.43981125595452136,1,0,0,0,0,-0.28433472076027155,-0.11105942754425753,1.704994799770555,1.2482398009755786,2017,12,8,4,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,1,0.06990951013244814,0,0,0,0,0,0,1,1,-1.279958158068581,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.6945667372018951,0.0005021221550095887,0,0,0,0,1,0.21845324808271946,-0.1891225924508488,-0.2751092897370975,-1.6918769325553489,2016,11,19,5,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,1,1,0,1,-2.025789195029481,0,0,0,1,0,0,1,1,-0.5569033912951367,-1.9779603583797833,-0.7718264695993994,0.4212155869318536,-0.8285860019687967,-0.9168174155731799,0,1,0,1,1,-0.12753351825578305,-1.0546505216531246,-0.20660863918025518,-1.2816280860161497,2017,11,2,3,0,0,1,0,0,0,0,0,0,1
0,1,1,1,0,1,0,1,0,0.06990951013244814,0,0,1,0,1,0,0,1,0.7652538965191619,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.44894828814686283,-0.14626900388150071,0,1,0,1,0,-0.38301014652004034,1.4543451525441407,-0.700546440519894,-0.1192563541550853,2017,6,17,5,1,0,0,1,0,0,0,0,0,0
0,1,1,0,0,1,1,1,0,1.1177588627134127,0,1,0,1,0,0,0,1,1.4056738328042127,1.1303190904378202,2.142552770799691,0.4212155869318536,0.11825140105970298,2.403879311002866,1,0,0,1,1,1.7946305608140132,-1.2074638259004018,-1.1388131445842398,-1.0423162588682835,2017,7,29,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,1,1,0,0.06990951013244814,0,0,0,0,0,0,1,1,-0.9081014208708097,0.09422594083195236,2.142552770799691,0.4212155869318536,-0.3847559692991875,-0.14626900388150071,0,0,1,1,1,-0.33028176333004483,0.4788661873589853,0.8850488855801248,-1.0423162588682835,2017,12,8,4,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,1,0.06990951013244814,0,0,0,0,1,0,0,1,-0.7015143446498255,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.24530862609845386,2.7891535168487054,0,0,1,1,0,-0.6589691913515435,0.316113806413698,-0.5976809151017596,-1.07650366274655,2016,11,27,6,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,1,-0.9779398424485164,0,0,0,0,0,0,1,0,-0.928760128492908,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.5727310419592573,-0.14626900388150071,0,1,1,0,1,0.5243055495258125,-0.2760895135668219,1.0247993766827128,-0.1192563541550853,2017,11,2,3,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,1,0,1,0.06990951013244814,0,0,1,0,1,1,0,1,1.7155544471356887,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.5847080628458021,-0.07288344086324557,1,1,0,0,0,1.4159826437332197,1.4052709613429717,-1.1681378377992089,-0.4611303929377513,2017,12,8,4,1,0,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,1,1,-0.9779398424485164,0,0,0,0,1,1,0,0,0.7652538965191619,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-1.430516356700966,0,1,0,1,0,-0.2956830866962339,1.6679317695232656,-0.3967609467460716,0.22261768462758072,2017,8,7,0,0,0,1,1,0,0,0,0,0,0
0,0,0,1,1,0,0,1,1,-0.9779398424485164,0,0,0,1,0,0,1,0,0.3107623288329966,-0.9418672087739155,-0.7718264695993994,0.4212155869318536,-0.29947098262934096,-0.14626900388150071,0,1,1,0,1,1.3943930695137328,-0.574158282486976,-1.1085720547063025,-0.1192563541550853,2017,1,7,5,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,1,1,1,1,0.06990951013244814,0,0,1,0,1,1,1,0,1.1990867565832284,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.057333553438384074,-0.14626900388150071,0,1,0,0,0,-1.6000531957920265,0.9964229000492709,-0.8597703607105476,-0.1192563541550853,2017,8,7,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,1,-0.9779398424485164,0,0,0,1,0,0,1,1,0.3107623288329966,0.09422594083195236,-0.7718264695993994,-0.630281012904881,-0.6092817505320486,-0.7700462895366695,0,0,1,0,0,1.2384222352483267,0.21465239844516085,3.2543924576833465,-1.5893147209205492,2016,5,22,6,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,1,-0.9779398424485164,0,0,0,0,0,1,0,0,-0.7428317598940224,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-1.1553204953825091,0,0,0,1,1,-0.7378541740767661,-0.17152214412975203,1.3276684737935673,1.2482398009755786,2016,4,23,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,1,-0.9779398424485164,0,0,0,0,1,1,0,0,0.3107623288329966,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.5640284922990688,-0.14626900388150071,0,0,1,0,0,1.256413547097932,0.017941505444563383,3.2543924576833465,-0.1192563541550853,2016,8,28,6,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,1,0.06990951013244814,0,0,0,1,0,1,1,0,0.3107623288329966,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.5011635861079933,-0.3480793021817024,0,0,1,1,0,-1.0146435871474502,0.6463810425567877,0.31069727706506234,1.4191768203669117,2016,5,28,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,1,0,-2.025789195029481,0,0,0,1,0,1,0,0,0.3520797440771936,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,0.6003726522341413,-1.8341369533013694,0,1,0,0,1,-1.3130225744377195,0.5228673081621686,-0.8858876656051295,-0.29019337354641833,2017,3,6,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,1,2.165608215294377,0,0,0,0,0,0,1,0,-0.8667840056266128,2.166412240043688,0.6853631506001456,-1.6817776127416157,-0.1219389695614973,1.6883700715748782,0,0,1,0,0,0.456492143323492,0.1452859256499903,0.8978784388616738,2.2738619173235763,2017,5,13,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,0,1,0.06990951013244814,0,0,0,1,0,0,1,1,-1.569180064777959,0.09422594083195236,0.6853631506001456,-0.630281012904881,3.218099590018817,-0.14626900388150071,0,0,0,1,1,-0.3669563605619552,-0.2957606028669405,-0.3440681386254237,-0.1192563541550853,2017,3,18,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,0,0.06990951013244814,0,0,0,0,0,0,1,1,-1.4658865266674668,0.09422594083195236,2.142552770799691,0.4212155869318536,-0.6214653200563124,0.9361680506377629,0,0,0,0,1,-0.27284796011792656,0.02622406936035633,1.7191989480465557,-1.3158154898944163,2017,2,25,5,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,1.1177588627134127,0,0,0,1,0,1,0,1,0.5173494050539807,1.1303190904378202,0.6853631506001456,-0.630281012904881,0.43154318882648596,-0.14626900388150071,0,1,0,0,0,-0.7890602154947828,1.1909596200212775,-1.0425914949726216,-0.1192563541550853,2016,8,10,2,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,0.06990951013244814,0,0,0,1,1,1,1,0,0.2694449135887999,0.09422594083195236,-0.7718264695993994,0.4212155869318536,-0.46133840630884554,-0.14626900388150071,0,0,1,0,1,-0.7839396113530204,-1.871828983997095,-0.491149803031754,-0.1192563541550853,2017,12,8,4,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0.06990951013244814,0,1,1,1,0,0,1,1,-0.4122924379404477,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.1323820291537234,-0.12792261312693692,0,0,0,1,1,-1.0354027931277563,-0.16738086217170842,0.3537679202245485,-1.008128854990017,2016,4,2,5,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,1,0.06990951013244814,0,1,1,0,0,1,0,1,-1.0527123742254987,0.09422594083195236,-0.7718264695993994,0.4212155869318536,7.276968751530695,-0.14626900388150071,0,0,1,1,0,-0.47075239046348627,0.2881601531977865,-0.05219580147018253,-0.4611303929377513,2017,4,29,5,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,0.06990951013244814,0,0,0,0,1,1,0,0,0.7859126041412602,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.2627137254188307,-0.43981125595452136,1,0,0,1,0,0.08005854154727914,-1.7928340306499733,-0.1562068227170267,-0.1192563541550853,2016,11,27,6,1,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,1,0,0.06990951013244814,0,0,1,0,1,0,1,1,0.8892061422517523,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.464612877535202,-0.14626900388150071,1,0,0,1,0,0.9955395252787538,-1.8782479710318272,1.5114060047186093,-0.1192563541550853,2017,8,7,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,-0.9779398424485164,0,0,0,1,0,1,0,1,0.6826190660307682,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.3099140422215671,-0.14626900388150071,0,1,0,0,1,-1.6138926664456295,0.33992617767156597,-0.1488756494132844,-0.1192563541550853,2016,7,11,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,1.1177588627134127,0,0,0,1,0,0,1,1,-0.18504665409736504,1.1303190904378202,-0.7718264695993994,0.4212155869318536,-0.14978712847410022,-0.23800095765431967,0,0,1,0,0,0.9491772985894393,-0.11975611965597253,1.6339740583905513,0.5644917234102467,2016,7,30,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1.1177588627134127,0,0,0,0,0,0,1,0,-1.1146884970917939,1.1303190904378202,-0.7718264695993994,1.4727121867685884,-0.541401863182579,-0.14626900388150071,0,0,0,1,0,0.4783585069561376,-0.7660031691866662,-0.20111025920244843,1.9319878785409108,2017,6,17,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0.06990951013244814,0,0,1,0,1,1,1,0,0.5173494050539807,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.6369233608069326,-0.14626900388150071,0,1,0,0,0,-0.8153552097364908,1.1733591717001808,-1.0425914949726216,-0.1192563541550853,2016,3,12,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0.06990951013244814,0,0,0,0,0,0,1,1,-1.5898387724000573,0.09422594083195236,-0.7718264695993994,-0.630281012904881,-0.6336488895805762,-0.14626900388150071,0,1,1,0,1,0.17333657375212697,-0.07389142197202266,-0.6625159790067308,-0.1192563541550853,2017,9,16,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,-0.9779398424485164,0,0,1,0,0,0,0,0,-0.3089988998299558,0.09422594083195236,-0.7718264695993994,-0.630281012904881,-0.36386985011473527,-0.6966607265184144,0,1,0,1,1,0.08282643567798006,-1.3766351938804213,-0.5468209003070472,0.9063657621929128,2016,9,24,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,1.1177588627134127,0,0,0,0,0,0,1,0,-0.45360985318464453,1.1303190904378202,0.6853631506001456,0.4212155869318536,-0.019248883571273984,0.2756979834734664,0,0,0,1,0,0.7792285989640476,-1.0053692663539946,0.4167701908035841,0.9063657621929128,2017,12,8,4,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,1,0,-0.9779398424485164,0,0,0,0,0,0,1,1,-1.0527123742254987,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,1,1,1,-0.14552483010538833,0.48072976424063457,0.8850488855801248,-0.1192563541550853,2016,7,30,5,0,0,1,0,0,0,0,0,1,0
